instituicao,edicao,candidatura_id,cenario_teste,membro_id,relacao,idade,ocupacao,categoria_documental,tipo_documento,regra_aplicabilidade,obrigatoriedade,arquivo_id,status_documento,competencia,valor_declarado,valor_extraido,confianca_extracao,pendencia_esperada,revisao_humana_esperada,nivel_confirmacao_fonte
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0004,periodo_de_renda_incompleto,MAR-SYN-0004-M1,candidato,10,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000026,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0004,periodo_de_renda_incompleto,MAR-SYN-0004-M2,responsavel,34,aposentado,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000027,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0004,periodo_de_renda_incompleto,MAR-SYN-0004-M2,responsavel,34,aposentado,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000028,ok,2025-10,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0004,periodo_de_renda_incompleto,MAR-SYN-0004-M2,responsavel,34,aposentado,moradia,declaracao_imovel_cedido,moradia_cedida,a_validar,MAR-DOC-000029,ok,2025-10,1350.00,1350.00,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0004,periodo_de_renda_incompleto,MAR-SYN-0004-M2,responsavel,34,aposentado,renda,extrato_beneficio_previdenciario,comprovacao_de_renda_detalhada_no_anexo,a_validar,MAR-DOC-000030,periodo_incompleto,2025-08|2025-09|2025-10,1998.00,1998.00,0.89,solicitar_competencias_ausentes,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0004,periodo_de_renda_incompleto,MAR-SYN-0004-M2,responsavel,34,aposentado,tributario,irpf_ou_comprovacao_de_nao_declaracao,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000031,ok,ultimo_exercicio,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0004,periodo_de_renda_incompleto,MAR-SYN-0004-M2,responsavel,34,aposentado,cadastro_social,folha_resumo_cadunico,criterio_oficial_documento_exato_a_validar,preferencial,MAR-DOC-000032,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M1,candidato,11,estudante,inscricao,formulario_avaliacao_socioeconomica,todo_candidato,obrigatorio,MAR-DOC-000033,ok,2026,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M1,candidato,11,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000034,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M2,responsavel,35,desempregado,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000035,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M2,responsavel,35,desempregado,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000036,ok,2025-10,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M2,responsavel,35,desempregado,moradia,iptu_ou_irpf,moradia_propria,a_validar,MAR-DOC-000037,ok,2025-10,1350.00,1350.00,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M2,responsavel,35,desempregado,renda,declaracao_sem_renda_e_cnis,comprovacao_de_renda_detalhada_no_anexo,a_validar,MAR-DOC-000038,divergente,2025-08|2025-09|2025-10,2135.00,2785.00,0.93,comparar_declaracao_e_documento,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M2,responsavel,35,desempregado,tributario,irpf_ou_comprovacao_de_nao_declaracao,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000039,ok,ultimo_exercicio,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0005,renda_declarada_divergente,MAR-SYN-0005-M2,responsavel,35,desempregado,cadastro_social,folha_resumo_cadunico,criterio_oficial_documento_exato_a_validar,preferencial,MAR-DOC-000040,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M1,candidato,12,estudante,inscricao,formulario_avaliacao_socioeconomica,todo_candidato,obrigatorio,MAR-DOC-000041,ok,2026,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M1,candidato,12,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000042,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M2,responsavel,36,assalariado,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000043,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M2,responsavel,36,assalariado,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000044,ok,2025-10,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M2,responsavel,36,assalariado,moradia,contrato_e_recibo_aluguel,moradia_alugada,a_validar,MAR-DOC-000045,ok,2025-10,1350.00,1350.00,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M2,responsavel,36,assalariado,renda,contracheques,comprovacao_de_renda_detalhada_no_anexo,a_validar,MAR-DOC-000046,ok,2025-08|2025-09|2025-10,2272.00,2272.00,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M2,responsavel,36,assalariado,tributario,irpf_ou_comprovacao_de_nao_declaracao,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000047,ok,ultimo_exercicio,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0006,cadunico_desatualizado,MAR-SYN-0006-M2,responsavel,36,assalariado,cadastro_social,folha_resumo_cadunico,criterio_oficial_documento_exato_a_validar,preferencial,MAR-DOC-000048,desatualizado,atual,nao_se_aplica,nao_se_aplica,0.95,solicitar_documento_atualizado,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M1,candidato,13,estudante,inscricao,formulario_avaliacao_socioeconomica,todo_candidato,obrigatorio,MAR-DOC-000049,ok,2026,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M1,candidato,13,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000050,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M2,responsavel,37,trabalhador_informal,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000051,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M2,responsavel,37,trabalhador_informal,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000052,ok,2025-10,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M2,responsavel,37,trabalhador_informal,moradia,comprovante_financiamento,moradia_financiada,a_validar,MAR-DOC-000053,ok,2025-10,1350.00,1350.00,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M2,responsavel,37,trabalhador_informal,renda,declaracao_atividade_remunerada,comprovacao_de_renda_detalhada_no_anexo,a_validar,MAR-DOC-000054,ok,2025-08|2025-09|2025-10,2409.00,2409.00,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M2,responsavel,37,trabalhador_informal,tributario,irpf_ou_comprovacao_de_nao_declaracao,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000055,ok,ultimo_exercicio,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0007,dossie_presente,MAR-SYN-0007-M2,responsavel,37,trabalhador_informal,cadastro_social,folha_resumo_cadunico,criterio_oficial_documento_exato_a_validar,preferencial,MAR-DOC-000056,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M1,candidato,14,estudante,inscricao,formulario_avaliacao_socioeconomica,todo_candidato,obrigatorio,MAR-DOC-000057,ok,2026,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M1,candidato,14,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000058,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M2,responsavel,38,mei,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000059,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M2,responsavel,38,mei,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000060,ok,2025-10,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M2,responsavel,38,mei,moradia,declaracao_imovel_cedido,moradia_cedida,a_validar,MAR-DOC-000061,ok,2025-10,1350.00,1350.00,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M2,responsavel,38,mei,renda,dasn_simei,comprovacao_de_renda_detalhada_no_anexo,a_validar,ausente,faltante,2025-08|2025-09|2025-10,2546.00,nao_extraido,0.00,solicitar_documento_faltante,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M2,responsavel,38,mei,tributario,irpf_ou_comprovacao_de_nao_declaracao,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000063,ok,ultimo_exercicio,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0008,comprovante_renda_faltante,MAR-SYN-0008-M2,responsavel,38,mei,cadastro_social,folha_resumo_cadunico,criterio_oficial_documento_exato_a_validar,preferencial,MAR-DOC-000064,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M1,candidato,15,estudante,inscricao,formulario_avaliacao_socioeconomica,todo_candidato,obrigatorio,MAR-DOC-000065,ok,2026,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M1,candidato,15,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000066,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M2,responsavel,39,aposentado,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000067,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M2,responsavel,39,aposentado,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000068,ilegivel,2025-10,nao_se_aplica,nao_se_aplica,0.28,solicitar_arquivo_legivel,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M2,responsavel,39,aposentado,moradia,iptu_ou_irpf,moradia_propria,a_validar,MAR-DOC-000069,ok,2025-10,1350.00,1350.00,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M2,responsavel,39,aposentado,renda,extrato_beneficio_previdenciario,comprovacao_de_renda_detalhada_no_anexo,a_validar,MAR-DOC-000070,ok,2025-08|2025-09|2025-10,2683.00,2683.00,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M2,responsavel,39,aposentado,tributario,irpf_ou_comprovacao_de_nao_declaracao,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000071,ok,ultimo_exercicio,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0009,residencia_ilegivel,MAR-SYN-0009-M2,responsavel,39,aposentado,cadastro_social,folha_resumo_cadunico,criterio_oficial_documento_exato_a_validar,preferencial,MAR-DOC-000072,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M1,candidato,16,estudante,inscricao,formulario_avaliacao_socioeconomica,todo_candidato,obrigatorio,MAR-DOC-000073,ok,2026,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M1,candidato,16,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000074,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M2,responsavel,40,desempregado,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000075,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M2,responsavel,40,desempregado,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000076,ok,2025-10,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M2,responsavel,40,desempregado,moradia,contrato_e_recibo_aluguel,moradia_alugada,a_validar,MAR-DOC-000077,ok,2025-10,1350.00,1350.00,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M2,responsavel,40,desempregado,renda,declaracao_sem_renda_e_cnis,comprovacao_de_renda_detalhada_no_anexo,a_validar,MAR-DOC-000078,periodo_incompleto,2025-08|2025-09|2025-10,2820.00,2820.00,0.89,solicitar_competencias_ausentes,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M2,responsavel,40,desempregado,tributario,irpf_ou_comprovacao_de_nao_declaracao,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000079,ok,ultimo_exercicio,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0010,periodo_de_renda_incompleto,MAR-SYN-0010-M2,responsavel,40,desempregado,cadastro_social,folha_resumo_cadunico,criterio_oficial_documento_exato_a_validar,preferencial,MAR-DOC-000080,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0011,renda_declarada_divergente,MAR-SYN-0011-M1,candidato,17,estudante,inscricao,formulario_avaliacao_socioeconomica,todo_candidato,obrigatorio,MAR-DOC-000081,ok,2026,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0011,renda_declarada_divergente,MAR-SYN-0011-M1,candidato,17,estudante,identificacao,certidao_ou_rg_candidato,documentos_do_candidato_detalhados_no_anexo,a_validar,MAR-DOC-000082,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0011,renda_declarada_divergente,MAR-SYN-0011-M2,responsavel,41,assalariado,identificacao,rg_cpf_adulto,documentos_do_grupo_detalhados_no_anexo,a_validar,MAR-DOC-000083,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,parcial
marista_dom_silverio,bolsa_social_2026,MAR-SYN-0011,renda_declarada_divergente,MAR-SYN-0011-M2,responsavel,41,assalariado,residencia,comprovante_endereco,indicado_na_pesquisa_de_partida,a_validar,MAR-DOC-000084,ok,2025-10,nao_se_aplica,nao_se_aplica,0.97,nenhuma,sim,hipotese
