instituicao,edicao,candidatura_id,cenario_teste,membro_id,relacao,idade,ocupacao,categoria_documental,tipo_documento,regra_aplicabilidade,obrigatoriedade,arquivo_id,status_documento,competencia,valor_declarado,valor_extraido,confianca_extracao,pendencia_esperada,revisao_humana_esperada,nivel_confirmacao_fonte
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M1,candidato,22,sem_renda,identificacao,rg_ou_cnh_candidato,todo_candidato,obrigatorio,INT-DOC-000041,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,identificacao,rg_cpf_adulto,todo_adulto,obrigatorio,INT-DOC-000042,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,residencia,comprovante_residencia_ultimo_mes,todo_grupo_familiar,obrigatorio,INT-DOC-000043,ok,2025-09,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,moradia,irpf_ou_iptu,moradia_propria,condicional,INT-DOC-000044,ok,2025-09,1200.00,1200.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,trabalho,ctps,todo_adulto,obrigatorio,INT-DOC-000045,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,trabalho,cnis_completo,todo_adulto,obrigatorio,INT-DOC-000046,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,tributario,irpf_com_recibo_ou_nada_consta,todo_adulto,obrigatorio,INT-DOC-000047,ok,exercicio_2025_ano_base_2024,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,financeiro,extratos_todas_contas,todo_adulto,obrigatorio,INT-DOC-000048,divergente,2025-07|2025-08|2025-09,2135.00,2785.00,0.93,comparar_declaracao_e_documento,sim,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,renda,rescisao_fgts_ou_declaracao_inatividade,renda_desempregado,condicional,INT-DOC-000049,ok,2025-07|2025-08|2025-09,2135.00,2135.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0005,valor_divergente,INT-SYN-0005-M2,responsavel,39,desempregado,patrimonio,crlv_ou_renavam,grupo_possui_veiculo,condicional,INT-DOC-000050,ok,media_2025-07_a_2025-09,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M1,candidato,23,sem_renda,identificacao,rg_ou_cnh_candidato,todo_candidato,obrigatorio,INT-DOC-000051,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,identificacao,rg_cpf_adulto,todo_adulto,obrigatorio,INT-DOC-000052,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,residencia,comprovante_residencia_ultimo_mes,todo_grupo_familiar,obrigatorio,INT-DOC-000053,desatualizado,2025-09,nao_se_aplica,nao_se_aplica,0.95,solicitar_documento_atualizado,sim,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,moradia,comprovante_aluguel_ultimo_mes,moradia_alugada,condicional,INT-DOC-000054,ok,2025-09,1200.00,1200.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,trabalho,ctps,todo_adulto,obrigatorio,INT-DOC-000055,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,trabalho,cnis_completo,todo_adulto,obrigatorio,INT-DOC-000056,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,tributario,irpf_com_recibo_ou_nada_consta,todo_adulto,obrigatorio,INT-DOC-000057,ok,exercicio_2025_ano_base_2024,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,financeiro,extratos_todas_contas,todo_adulto,obrigatorio,INT-DOC-000058,ok,2025-07|2025-08|2025-09,2272.00,2272.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,renda,dasn_simei_ou_decore,renda_autonomo,condicional,INT-DOC-000059,ok,2025-07|2025-08|2025-09,2272.00,2272.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0006,documento_desatualizado,INT-SYN-0006-M2,responsavel,40,autonomo,renda,comprovante_ou_declaracao_pensao,recebe_pensao,condicional,INT-DOC-000060,ok,media_2025-07_a_2025-09,420.00,420.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M1,candidato,24,sem_renda,identificacao,rg_ou_cnh_candidato,todo_candidato,obrigatorio,INT-DOC-000061,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,identificacao,rg_cpf_adulto,todo_adulto,obrigatorio,INT-DOC-000062,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,residencia,comprovante_residencia_ultimo_mes,todo_grupo_familiar,obrigatorio,INT-DOC-000063,ok,2025-09,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,moradia,comprovante_financiamento_ultimo_mes,moradia_financiada,condicional,INT-DOC-000064,ok,2025-09,1200.00,1200.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,trabalho,ctps,todo_adulto,obrigatorio,INT-DOC-000065,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,trabalho,cnis_completo,todo_adulto,obrigatorio,INT-DOC-000066,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,tributario,irpf_com_recibo_ou_nada_consta,todo_adulto,obrigatorio,INT-DOC-000067,ok,exercicio_2025_ano_base_2024,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,financeiro,extratos_todas_contas,todo_adulto,obrigatorio,INT-DOC-000068,ok,2025-07|2025-08|2025-09,2409.00,2409.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,renda,holerites_3_meses,renda_assalariado,condicional,INT-DOC-000069,ok,2025-07|2025-08|2025-09,2409.00,2409.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0007,dossie_completo,INT-SYN-0007-M2,responsavel,41,assalariado,gastos,comprovantes_saude,gasto_de_saude_declarado,condicional,INT-DOC-000070,ok,media_2025-07_a_2025-09,560.00,560.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M1,candidato,17,sem_renda,identificacao,rg_ou_cnh_candidato,todo_candidato,obrigatorio,INT-DOC-000071,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,identificacao,rg_cpf_adulto,todo_adulto,obrigatorio,INT-DOC-000072,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,residencia,comprovante_residencia_ultimo_mes,todo_grupo_familiar,obrigatorio,INT-DOC-000073,ok,2025-09,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,moradia,declaracao_cessao_imovel,moradia_cedida,condicional,INT-DOC-000074,ok,2025-09,1200.00,1200.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,trabalho,ctps,todo_adulto,obrigatorio,INT-DOC-000075,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,trabalho,cnis_completo,todo_adulto,obrigatorio,INT-DOC-000076,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,tributario,irpf_com_recibo_ou_nada_consta,todo_adulto,obrigatorio,INT-DOC-000077,ok,exercicio_2025_ano_base_2024,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,financeiro,extratos_todas_contas,todo_adulto,obrigatorio,INT-DOC-000078,ok,2025-07|2025-08|2025-09,2546.00,2546.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,renda,declaracao_trabalho_informal,renda_trabalhador_informal,condicional,ausente,faltante,2025-07|2025-08|2025-09,2546.00,nao_extraido,0.00,solicitar_documento_faltante,sim,confirmado
inteli,graduacao_2026,INT-SYN-0008,documento_faltante,INT-SYN-0008-M2,responsavel,42,trabalhador_informal,gastos,comprovantes_educacao,gasto_de_educacao_declarado,condicional,INT-DOC-000080,ok,media_2025-07_a_2025-09,250.00,250.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M1,candidato,18,sem_renda,identificacao,rg_ou_cnh_candidato,todo_candidato,obrigatorio,INT-DOC-000081,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,identificacao,rg_cpf_adulto,todo_adulto,obrigatorio,INT-DOC-000082,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,residencia,comprovante_residencia_ultimo_mes,todo_grupo_familiar,obrigatorio,INT-DOC-000083,ok,2025-09,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,moradia,irpf_ou_iptu,moradia_propria,condicional,INT-DOC-000084,ok,2025-09,1200.00,1200.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,trabalho,ctps,todo_adulto,obrigatorio,INT-DOC-000085,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,trabalho,cnis_completo,todo_adulto,obrigatorio,INT-DOC-000086,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,tributario,irpf_com_recibo_ou_nada_consta,todo_adulto,obrigatorio,INT-DOC-000087,ok,exercicio_2025_ano_base_2024,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,financeiro,extratos_todas_contas,todo_adulto,obrigatorio,INT-DOC-000088,ilegivel,2025-07|2025-08|2025-09,2683.00,nao_extraido,0.28,solicitar_arquivo_legivel,sim,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,renda,comprovante_mei_e_dasn_simei,renda_mei,condicional,INT-DOC-000089,ok,2025-07|2025-08|2025-09,2683.00,2683.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0009,arquivo_ilegivel,INT-SYN-0009-M2,responsavel,43,mei,patrimonio,crlv_ou_renavam,grupo_possui_veiculo,condicional,INT-DOC-000090,ok,media_2025-07_a_2025-09,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0010,periodo_incompleto,INT-SYN-0010-M1,candidato,19,sem_renda,identificacao,rg_ou_cnh_candidato,todo_candidato,obrigatorio,INT-DOC-000091,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0010,periodo_incompleto,INT-SYN-0010-M2,responsavel,44,aposentado,identificacao,rg_cpf_adulto,todo_adulto,obrigatorio,INT-DOC-000092,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0010,periodo_incompleto,INT-SYN-0010-M2,responsavel,44,aposentado,residencia,comprovante_residencia_ultimo_mes,todo_grupo_familiar,obrigatorio,INT-DOC-000093,ok,2025-09,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0010,periodo_incompleto,INT-SYN-0010-M2,responsavel,44,aposentado,moradia,comprovante_aluguel_ultimo_mes,moradia_alugada,condicional,INT-DOC-000094,ok,2025-09,1200.00,1200.00,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0010,periodo_incompleto,INT-SYN-0010-M2,responsavel,44,aposentado,trabalho,ctps,todo_adulto,obrigatorio,INT-DOC-000095,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
inteli,graduacao_2026,INT-SYN-0010,periodo_incompleto,INT-SYN-0010-M2,responsavel,44,aposentado,trabalho,cnis_completo,todo_adulto,obrigatorio,INT-DOC-000096,ok,atual,nao_se_aplica,nao_se_aplica,0.97,nenhuma,nao,confirmado
